PT_IDX,PT_NAME,PT_CATEGORY,PT_IMAGE,PT_CONTENT,PT_WRITER,PT_HIDDEN
108,덤벨 업라이트 로우,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_UPRIGHT_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/DB_UPRIGHT_ROW.gif",양손에 덤벨을 잡고 허벅지 위에 살짝 올려둡니다. | 팔꿈치를 양옆으로 활짝 벌린다는 생각으로 바벨을 들어 올립니다. | 어깨의 자극을 유지하면서 천천히 내려 1번의 자세로 돌아옵니다.,,0
109,이지바 업라이트 로우,어깨,"https://burnfit.io/wp-content/uploads/2023/11/EZB_UPRIGHT_ROW.png,https://burnfit.io/wp-content/uploads/2023/11/EZB_UPRIGHT_ROW.gif","바를 어깨너비보다 살짝 좁게 잡고, 허벅지 위에 살짝 올려둡니다. | 팔꿈치를 양옆으로 활짝 벌린다는 생각으로 바를 들어 올립니다. | 어깨의 자극을 유지하면서 천천히 내려 1번의 자세로 돌아옵니다.",,0
110,푸시 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/PUSH_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/PUSH_PRESS.gif","양발을 어깨너비보다 약간 좁게 벌린 상태에서, 바벨을 어깨너비 정도로 잡아 어깨에 올려둡니다. | 상체는 곧게 편 상태를 유지하면서 무릎을 굽혔다가 펴는 힘으로 바벨을 머리 위로 밀어 올립니다. | 바벨을 천천히 내리며 시작 자세로 돌아옵니다.",,0
111,리어 델토이드 플라이 머신,어깨,"https://burnfit.io/wp-content/uploads/2023/11/REV_PEC_DECK_MC.png,https://burnfit.io/wp-content/uploads/2023/11/REV_PEC_DECK_MC.gif",머신을 마주보고 앉아 가슴을 지지하는 패드에 가슴을 기대고 앉습니다. | 팔꿈치를 자연스럽게 구부린 상태로 양손으로 손잡이를 잡아줍니다. 이때 어깨와 팔꿈치 손이 수평이 되도록 합니다. | 후면 삼각근의 자극을 느끼며 팔꿈치를 최대한 뒤로 밀어줍니다. | 팔꿈치가 움직이지 않게 제한하면서 시작 자세로 돌아옵니다.,,0
112,레터럴 레이즈 머신,어깨,"https://burnfit.io/wp-content/uploads/2023/11/LAT_RAISE_MC.png,https://burnfit.io/wp-content/uploads/2023/11/LAT_RAISE_MC.gif",의자에 앉아 패드에 팔꿈치를 기댄상태로 손잡이를 가볍게 잡습니다. | 가슴을 열고 상체를 곧게 편 상태에서 측면 삼각근의 힘으로 기구를 밀어올립니다. | 이때 팔의 힘이 아닌 측면 삼각근에 집중하여 팔꿈치를 어깨선까지 올려줍니다. | 어깨 근육의 긴장감을 유지하면서 천천히 처음의 자세로 돌아옵니다.,,0
113,케이블 레터럴 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_LAT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_LAT_RAISE.gif","케이블을 최하단에 고정한 상태에서, 케이블의 가운데에 서서 양쪽 케이블을 X자 형태로 잡습니다. | 가슴을 열고 상체를 곧게 편 상태에서, 케이블을 잡아 당겨 팔꿈치를 어깨선까지 올려줍니다. 이때 견갑골을 고정시켜 승모근이 개입하는 것을 최소화 합니다. | 어깨 근육의 긴장감을 유지하면서 손을 바지 주머니 위치까지 내려줍니다.",,0
114,케이블 프론트 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_FRONT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_FRONT_RAISE.gif",케이블 머신을 등지고 다리 사이로 케이블을 빼서 몸을 곧게 펴고 섭니다. | 상체를 앞으로 숙여준 상태로 어깨 전면부의 자극을 느끼며 양팔을 들어올립니다. (이때 팔꿈치가 굽지 않도록 유지하면서 손을 어깨 높이까지만 올려줍니다.) | 어깨 전면부의 자극을 느끼며 천천히 양팔을 내려줍니다.,,0
115,바벨 프론트 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/BB_FRONT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/BB_FRONT_RAISE.gif","양발을 어깨너비로 적당히 벌리고 서서 양손으로 바벨을 잡습니다. | 양팔을 곧게 뻗은 상태에서 천천히 바벨을 앞으로 들어올립니다. (이때, 팔힘이 아닌 어깨 전면의 근육을 수축하는 느낌으로 들어올립니다.) | 어깨 전면부의 자극을 느끼면서 들어올린 팔을 천천히 내립니다.",,0
116,이지바 프론트 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/EZB_FRONT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/EZB_FRONT_RAISE.gif","양발을 어깨너비로 적당히 벌리고 서서 양손으로 이지바를 잡습니다. | 양팔을 곧게 뻗은 상태에서 천천히 이지바를 앞으로 들어올립니다. (이때, 팔힘이 아닌 어깨 전면의 근육을 수축하는 느낌으로 들어올립니다.) | 어깨 전면부의 자극을 느끼면서 들어올린 팔을 천천히 내립니다.",,0
117,시티드 덤벨 리어 레터럴 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_REAR_LAT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_REAR_LAT_RAISE.gif","벤치에 앉아 덤벨을 양손으로 평행하게 잡고, 상체를 앞으로 숙입니다. | 팔꿈치를 살짝 굽힌 상태에서, 덤벨을 든 양손을 어깨와 1자가 되게끔 들어올립니다. | 삼각근과 어깨 뒤편의 자극을 느끼면서 덤벨을 천천히 내려줍니다.",,0
118,숄더 탭,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SHD_TAP.png,https://burnfit.io/wp-content/uploads/2023/11/SHD_TAP.gif","양팔을 어깨 너비만큼 벌리고 팔꿈치를 쭉펴서 바닥에 엎드립니다. | 한쪽 손으로 반대쪽 어깨를 가볍게 터치합니다. (이때, 몸통이 크게 움직이지 않도록 최대한 자세를 유지할 수 있도록 합니다.) | 터치한 손을 원위치 시킨 뒤 반대쪽 손으로 동일하게 운동을 수행합니다.",,0
119,시티드 바벨 숄더 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_BB_SHD_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_BB_SHD_PRESS.gif",벤치에 앉은 상태에서 바벨을 어깨너비로 잡고 쇄골 위에 올려둡니다. | 등에 힘을 주고 가슴을 피면서 바벨을 머리 위로 밀어올립니다. | 바벨이 올라간 동선을 따라 천천히 내려 시작 자세로 돌아옵니다.,,0
120,시티드 덤벨 숄더 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_DB_SHD_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_DB_SHD_PRESS.gif",벤치에 앉은 상태에서 양손으로 덤벨을 잡아 머리 옆에 나란히 위치시킵니다. | 어깨를 아래방향으로 지그시 누르면서 덤벨을 수직 방향으로 밀어올립니다. | 어깨의 자극을 느끼면서 덤벨을 내려 시작 자세로 돌아옵니다. (이때 팔꿈치가 너무 아래로 내려가지 않도록 유의합니다.),,0
121,플레이트 숄더 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/PLATE_SHD_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/PLATE_SHD_PRESS.gif",플레이트를 양손으로 잡고 가슴 앞에 위치시킵니다. | 어깨가 굽지 않도록 가슴을 핀 상태로 플레이트를 머리 위 수직방향으로 밀어올립니다. | 플레이트가 올라간 동선을 따라 천천히 내려옵니다.,,0
122,Y 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/Y_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/Y_RAISE.gif","타겟 부위의 효과적인 자극을 위해 가슴을 지지할 수 있도록, 바닥에 엎드리거나 벤치에 가슴을 기댑니다. | 양팔을 Y자 모양으로 만든 상태에서, 양팔을 최대한 위로 올립니다. | 등의 긴장이 완전히 풀리기 전까지 천천히 양팔을 내려줍니다.",,0
123,덤벨 Y 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/DB_Y_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/DB_Y_RAISE.gif","타겟 부위의 효과적인 자극을 위해 가슴을 지지할 수 있도록, 바닥에 엎드리거나 벤치에 가슴을 기댑니다. | 양팔을 Y자 모양으로 만든 상태에서, 양손으로 덤벨을 잡고 최대한 위로 올립니다. | 등의 긴장이 완전히 풀리기 전까지 천천히 양팔을 내려줍니다.",,0
124,슈러그 머신,어깨,"https://burnfit.io/wp-content/uploads/2023/11/SHRUG_MC.png,https://burnfit.io/wp-content/uploads/2023/11/SHRUG_MC.gif","발을 어깨 너비로 벌린 상태에서, 양손으로 머신의 손잡이를 잡습니다. | 어깨를 귀에 붙인다는 느낌으로 최대한 어깨를 끌어올립니다. | 승모근에 저항감을 느끼면서 어깨를 천천히 내리고 시작 자세로 돌아갑니다.",,0
125,케이블 슈러그,어깨,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_SHRUG.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_SHRUG.gif","발을 어깨 너비로 벌린 상태에서, 양손으로 케이블의 손잡이를 잡습니다. | 어깨를 귀에 붙인다는 느낌으로 최대한 어깨를 끌어올립니다. | 승모근에 저항감을 느끼면서 어깨를 천천히 내리고 시작 자세로 돌아갑니다.",,0
126,케이블 인터널 로테이션,어깨,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_INT_ROT.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_INT_ROT.gif","케이블 머신의 높이를 허리에 맞추고 한손으로 케이블을 잡은 상태에서 머신 옆에 나란히 섭니다. | 팔꿈치를 허리에 단단히 고정시킨 상태에서 케이블을 배꼽방향으로 반원을 그리며 당겨줍니다. 이때, 전완부는 바닥과 평행을 유지할 수 있도록 합니다. | 어깨의 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,0
127,케이블 익스터널 로테이션,어깨,"https://burnfit.io/wp-content/uploads/2023/11/CABLE_EXT_ROT.png,https://burnfit.io/wp-content/uploads/2023/11/CABLE_EXT_ROT.gif","케이블 머신의 높이를 허리에 맞추고 한손으로 케이블을 잡은 상태에서 머신 옆에 나란히 섭니다. | 팔꿈치를 허리에 단단히 고정시킨 상태에서 케이블을 몸의 바깥방향으로 반원을 그리며 당겨줍니다. 이때, 전완부는 바닥과 평행을 유지할 수 있도록 합니다. | 어깨의 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,0
128,원암 케이블 레터럴 레이즈,어깨,"https://burnfit.io/wp-content/uploads/2023/11/OA_CABLE_LAT_RAISE.png,https://burnfit.io/wp-content/uploads/2023/11/OA_CABLE_LAT_RAISE.gif",케이블 머신의 높이를 가장 낮게(로우 폴리) 맞추고 한손으로 케이블을 잡은 상태에서 머신 옆에 나란히 섭니다. | 측면 어깨(삼각근)에 자극을 느끼면서 팔꿈치를 올린다는 생각으로 케이블을 들어 올립니다. | 측면 삼각근의 자극을 느끼면서 천천히 팔을 내립니다.,,0
129,랜드마인 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/LAND_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/LAND_PRESS.gif",바벨의 한쪽 끝을 고정시킵니다. | 다리를 어깨너비만큼 벌린 상태로 바벨의 끝부분을 양손으로 잡습니다. | 손목이 꺾이지 않도록 유의하면서 바벨을 밀어올립니다. | 천천히 바벨을 내려 시작 자세로 돌아옵니다.,,0
130,원암 랜드마인 프레스,어깨,"https://burnfit.io/wp-content/uploads/2023/11/OA_LAND_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/OA_LAND_PRESS.gif",바벨의 한쪽 끝을 고정시킵니다. | 다리를 어깨너비만큼 벌린 상태로 바벨의 끝부분을 한손으로 잡습니다. | 손목이 꺾이지 않도록 유의하면서 바벨을 밀어올립니다. | 천천히 바벨을 내려 시작 자세로 돌아옵니다.,,0
132,스미스머신 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/SM_BP.png,https://burnfit.io/wp-content/uploads/2023/11/SM_BP.gif","벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 넓게 잡고 위로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 가슴 방향으로 내립니다. | 가슴 근육의 수축을 느끼며 몸의 수직방향으로 바벨을 밀어올립니다.",,1
133,스미스머신 인클라인 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/SM_INC_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/SM_INC_PRESS.gif","기울어진 벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 넓게 잡고 위로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 가슴 방향으로 내립니다. | 가슴 근육의 수축을 느끼며 바닥의 수직방향으로 바벨을 밀어올립니다.",,0
134,덤벨 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_BP.png,https://burnfit.io/wp-content/uploads/2023/11/DB_BP.gif","덤벨을 양손에 들고 벤치에 가슴을 펴고 누운 상태에서, 덤벨을 수직으로 들어올립니다. | 덤벨이 가로로 놓이게 잡아주고, 가슴 근육의 이완을 느끼며 팔을 굽히며 덤벨을 아래로 내립니다. | 가슴 근육의 수축을 느끼며 몸의 수직방향으로 덤벨을 밀어올립니다.",,0
135,인클라인 덤벨 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_INC_BP.png,https://burnfit.io/wp-content/uploads/2023/11/DB_INC_BP.gif","덤벨을 양손에 들고 기울어진 벤치에 가슴을 펴고 누운 상태에서, 덤벨을 바닥에 수직하게 들어올립니다. | 덤벨이 가로로 놓이게 잡아주고, 가슴 근육의 이완을 느끼며 팔을 굽혀 덤벨을 아래로 내립니다. | 가슴 근육의 수축을 느끼며 수직방향으로 덤벨을 밀어올립니다.",,1
136,덤벨 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/DB_FLY.gif","벤치에 등을 대고 누운 뒤 손바닥을 서로 마주보게 덤벨을 잡아, 가슴 위로 양팔을 쭉 밀어올립니다. | 팔꿈치는 자연스럽게 살짝 구부리면서 가슴 옆방향으로 팔을 천천히 펼쳐줍니다. | 팔로 반원을 그리며 덤벨을 모아 시작 자세로 돌아옵니다.",,0
137,스탠딩 케이블 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/STD_CABLE_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/STD_CABLE_FLY.gif","케이블 머신의 가운데에서 한 걸음 정도 앞으로 나온 상태에서, 가슴을 활짝펴고 곧게 섭니다. | 팔꿈치를 살짝 구부려 팔의 개입을 최소화한 상태에서 케이블을 양손으로 잡습니다. | 원을 그리듯 천천히 양팔을 모아주며 가슴 근육을 수축시킵니다. | 가슴 근육의 이완을 느끼면서 천천히 팔을 내려줍니다.",,0
138,인클라인 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/BB_INC_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/BB_INC_PRESS.gif","기울어진 벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 넓게 잡고 위로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 가슴 방향으로 내립니다. | 가슴 근육의 수축을 느끼며 바닥의 수직방향으로 바벨을 밀어올립니다.",,0
139,덤벨 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_BP.png,https://burnfit.io/wp-content/uploads/2023/11/DB_BP.gif","덤벨을 양손에 들고 벤치에 가슴을 펴고 누운 상태에서, 덤벨을 수직으로 들어올립니다. | 덤벨이 가로로 놓이게 잡아주고, 가슴 근육의 이완을 느끼며 팔을 굽히며 덤벨을 아래로 내립니다. | 가슴 근육의 수축을 느끼며 몸의 수직방향으로 덤벨을 밀어올립니다.",,0
140,딥스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DIPS.png,https://burnfit.io/wp-content/uploads/2023/11/DIPS.gif","딥스바의 폭을 어깨보다 살짝 넓게 셋팅한 상태에서, 손목이 꺾이지 않게 딥스바에 올라갑니다. | 상체는 살짝 앞으로 기울인상태로 팔꿈치가 90도가 될때까지 팔을 굽혀 몸을 내립니다. | 상체의 균형을 유지한채로 팔을 피면서 올라옵니다.",,0
141,중량 딥스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/WEI_DIPS.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_DIPS.gif","중량 도구를 몸에 장착하고, 손목이 꺾이지 않게 딥스바에 올라갑니다. | 상체는 살짝 앞으로 기울인상태로 팔꿈치가 90도가 될때까지 팔을 굽혀 몸을 내려줍니다. | 상체의 균형을 유지한채로 팔을 피면서 올라옵니다.",,0
142,인클라인 덤벨 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_INC_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/DB_INC_FLY.gif","벤치에 등을 기대고 누운 뒤 손바닥을 서로 마주보게 덤벨을 잡아, 바닥의 수직 방향으로 양팔을 밀어올립니다. | 팔꿈치는 자연스럽게 살짝 구부리면서 가슴 옆방향으로 팔을 천천히 펼쳐줍니다. | 팔로 반원을 그리며 덤벨을 모아 시작 자세로 돌아옵니다.",,0
143,푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/PUSH_UP.gif",양팔을 가슴 옆에 두고 바닥에 엎드립니다. | 복근과 둔근에 힘을 준 상태로 팔꿈치를 피며 올라옵니다. | 천천히 팔꿈치를 굽히며 시작 자세로 돌아갑니다.,,0
144,중량 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/WEI_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/WEI_PUSH_UP.gif",양팔을 가슴 옆에 두고 바닥에 엎드립니다. | 중량판이 떨어지지 않도록 등 위에 올려둡니다. | 복근과 둔근에 힘을 준 상태로 팔꿈치를 피며 올라옵니다. | 천천히 팔꿈치를 굽히며 시작 자세로 돌아갑니다.,,1
145,힌두 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/HINDU_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/HINDU_PUSH_UP.gif","일반적인 푸시업 자세에서, 양발은 살짝 넓게 벌리고 엉덩이를 위로 올려줍니다. | 팔을 굽히면서 상체를 앞방향으로 밀어줍니다. 턱, 가슴, 복부 순으로 지면과 가까워지도록 움직입니다. | 복근과 둔근의 긴장상태를 유지하며 상체를 일으켜 세웁니다. | 팔을 뒤로 밀며 1번의 자세로 돌아갑니다.",,0
146,아처 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/ARCHER_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/ARCHER_PUSH_UP.gif","기본 푸시업 자세보다 팔의 너비를 넓게 벌립니다. | 양손 끝을 바깥으로 벌린 상태로, 몸의 체중을 한쪽 팔에 실으면서 아래로 내려갑니다. | 가슴에 긴장감을 유지하면서 1번의 자세로 돌아옵니다. | 반대편 팔에 체중을 실으면서 아래로 내려갔다 올라옵니다.",,0
147,클로즈그립 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/CG_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/CG_PUSH_UP.gif",가슴 아래에 양손을 모아 검지와 엄지 손가락이 ‘다이아몬드’ 형태가 되도록 놓고 푸시업 자세를 취합니다. | 코어에 힘을 주며 바닥으로 천천히 내려갑니다. 이때 팔꿈치는 몸에 최대한 붙여줍니다. | 손바닥으로 바닥을 밀면서 몸을 들어올려 시작 자세로 돌아갑니다.,,0
148,케이블 크로스오버,가슴,,,,0
149,체스트 프레스 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/CHEST_PRESS_MC.png,https://burnfit.io/wp-content/uploads/2023/11/CHEST_PRESS_MC.gif","가슴을 활짝 편 상태로, 의자에 윗 등을 붙이고 앉습니다. | 양손으로 손잡이를 잡고, 가슴에 힘을 주면서 앞으로 밀어줍니다. (이때, 손잡이가 가슴 중앙에 위치할 수 있도록 벤치 높이를 조절합니다.) | 가슴 근육의 이완을 느끼면서 팔꿈치를 뒤로 천천히 이동합니다. (이때, 손목과 팔꿈치가 일직선이 되도록 합니다.)",,0
150,펙덱 플라이 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/PEC_DECK_MC.png,https://burnfit.io/wp-content/uploads/2023/11/PEC_DECK_MC.gif","팔과 팔꿈치가 가슴 중앙에 위치할 수 있도록 머신을 조절한 후, 가슴을 펴고 의자에 앉습니다. | 팔꿈치는 직각을 만들어 패드에 붙이고, 팔을 가슴 안쪽으로 모아줍니다. | 가슴의 이완에 집중하면서 팔을 벌립니다.",,1
151,인클라인 벤치프레스 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/INC_BP_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/INC_BP_MAC.gif",기울어진 벤치에 가슴을 활짝펴고 기대어 손잡이를 잡습니다. | 가슴 근육의 수축을 느끼며 팔꿈치를 수직 방향으로 밀어올립니다. | 중량을 가슴 근육으로 받는다는 생각으로 팔꿈치를 굽힙니다.,,0
152,덤벨 풀오버,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_PULLOVER.png,https://burnfit.io/wp-content/uploads/2023/11/DB_PULLOVER.gif",벤치에 등 상부를 대고 가슴을 펴고 눕습니다. | 덤벨을 세로로 잡고 몸의 수직방향으로 들어올립니다. | 덤벨을 머리 위쪽으로 멀리 보낸다고 생각하면서 천천히 내려줍니다. | 가슴과 등의 자극을 느끼면서 천천히 2번의 자세로 돌아옵니다.,,0
153,시티드 딥스 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/SEAT_DIPS_MC.png,https://burnfit.io/wp-content/uploads/2023/11/SEAT_DIPS_MC.gif",운동 중간에 몸이 뜨지 않도록 엉덩이를 의자 안쪽에 깊숙히 넣어 앉습니다. | 아랫 가슴에 힘을 준상태로 손을 수직 아래 방향으로 밀어줍니다. | 천천히 가슴과 삼두에 자극을 느끼며 처음의 자세로 돌아옵니다.,,0
154,로우 풀리 케이블 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/LP_CABLE_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/LP_CABLE_FLY.gif","케이블을 최하단에 고정하고 손바닥을 앞쪽으로 향하도록 잡습니다. | 케이블 가운데서 한 걸음 정도 앞으로 나온 상태에서, 가슴을 활짝펴고 곧게 섭니다. | 케이블의 경로를 거꾸로된 V 모양을 그리면서 손을 턱 앞까지 모아줍니다. | 윗 가슴의 자극을 느끼면서 천천히 시작 자세로 돌아갑니다.",,1
155,해머 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/HAMMER_BP.png,https://burnfit.io/wp-content/uploads/2023/11/HAMMER_BP.gif",벤치에 누워 양손으로 그립을 잡아줍니다. | 허리를 벤치에 붙이기보다 아치형을 만든 상태에서 기구를 위로 들어올립니다. 이때 팔을 완전히 뻗는다기 보다는 가슴 근육을 수축시켜 준다는 느낌으로 들어올립니다. | 가슴 근육의 이완을 느끼면서 천천히 시작 자세로 돌아갑니다.,,1
156,스포토 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/SPOTO_BP.png,https://burnfit.io/wp-content/uploads/2023/11/SPOTO_BP.gif","벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 넓게 잡고 위로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 가슴 방향으로 내립니다. 이때 등을 타이트하게 잡아 바벨이 가슴에 닿지 못할 만큼 온몸에 강한 텐션을 유지합니다. | 온몸의 강한 텐션을 유지한채로, 가슴 근육의 수축을 느끼며 몸의 수직방향으로 바벨을 밀어올립니다.",,1
157,어시스트 딥스 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/ASS_DIP_MC.png,https://burnfit.io/wp-content/uploads/2023/11/ASS_DIP_MC.gif","보조 받고 싶은 중량을 설정합니다. 중량이 클수록 더 많이 보조를 받게됩니다. | 손목이 꺾이지 않게 딥스 바에 올라가면서, 받침대에 양무릎을 올려 체중을 실어줍니다. | 상체는 살짝 앞으로 기울신 상태로 팔꿈치가 90도가 될때까지 팔을 굽혀 몸을 내립니다. | 상체의 균형을 유지한채로 팔을 피면서 올라옵니다.",,1
158,디클라인 벤치프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/BB_DEC_BP.png,https://burnfit.io/wp-content/uploads/2023/11/BB_DEC_BP.gif","기울어진 벤치에 가슴을 펴고 누운 상태에서, 바벨을 어깨 너비보다 조금 넓게 잡아 지면의 수직방향으로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 아랫 가슴 방향으로 내립니다. | 가슴 근육의 수축을 느끼며 바닥의 수직방향으로 바벨을 밀어올립니다.",,1
159,바벨 플로어 프레스,가슴,"https://burnfit.io/wp-content/uploads/2023/11/BB_FLOOR_PRESS.png,https://burnfit.io/wp-content/uploads/2023/11/BB_FLOOR_PRESS.gif","바닥에 가슴을 펴고 누운 상태에서, 바벨을 어깨너비보다 조금 넓게 잡고 위로 들어올립니다. | 가슴 근육의 이완을 느끼며 팔을 굽혀 바벨을 가슴 방향으로 내립니다. | 가슴 근육의 수축을 느끼며 몸의 수직방향으로 바벨을 밀어올립니다.",,1
160,클랩 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/CLAP_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/CLAP_PUSH_UP.gif",양팔을 가슴 옆에 두고 바닥에 엎드립니다. | 복근과 둔근에 힘을 준 상태로 팔꿈치를 힘차게 피며 올라옵니다. | 양손이 바닥에서 떨어질만큼 상체를 밀어올린 상태에서 박수를 칩니다. | 양팔로 중량을 유지하면서 시작 자세로 돌아갑니다.,,1
161,디클라인 덤벨 플라이,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DB_DEC_FLY.png,https://burnfit.io/wp-content/uploads/2023/11/DB_DEC_FLY.gif","벤치에 등을 기대고 누운 뒤 손바닥을 서로 마주보게 덤벨을 잡아, 바닥의 수직 방향으로 양팔을 밀어올립니다. | 팔꿈치는 자연스럽게 살짝 구부리면서 가슴 옆방향으로 팔을 천천히 펼쳐줍니다. | 팔로 반원을 그리며 덤벨을 모아 시작 자세로 돌아옵니다.",,1
162,인클라인 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/INC_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/INC_PUSH_UP.gif","양팔을 단차가 있는 구조물 위에, 가슴 너비보다 조금 넓게 위치시킵니다. | 천천히 팔꿈치를 굽히면서 가슴에 구조물이 닿을때까지 내려갑니다. | 복근과 둔근에 힘을 준 상태로 팔꿈치를 피며 올라옵니다.",,1
163,파이크 푸시업,가슴,"https://burnfit.io/wp-content/uploads/2023/11/PIKE_PUSH_UP.png,https://burnfit.io/wp-content/uploads/2023/11/PIKE_PUSH_UP.gif",엉덩이를 최대한 높이 들어올린 상태로 양손과 양발을 바닥에 고정합니다. | 이마가 바닥에 닿는다는 느낌으로 천천히 팔꿈치를 굽혀 내려갑니다. | 전면 삼각근과 삼두의 힘을 이용하여 다시 시작 자세로 돌아갑니다.,,1
164,디클라인 체스트 프레스 머신,가슴,"https://burnfit.io/wp-content/uploads/2023/11/DEC_CHEST_MAC.png,https://burnfit.io/wp-content/uploads/2023/11/DEC_CHEST_MAC.gif","가슴을 활짝 편 상태로, 기울어진 벤치에 등을 붙이고 앉습니다. | 양손으로 손잡이를 잡고, 가슴에 힘을 주면서 앞으로 밀어줍니다. | 가슴 근육의 이완을 느끼면서 팔꿈치를 뒤로 천천히 이동합니다.",,1
